lang,yyyy,mm,n_path,distance_mean_weighted,distance_mean,n_contrib,flow_id
sk,2005,6,90,1005.18605869511,1393.74723314835,129,796
sk,2005,7,89,1171.3330215744,1810.84622235214,157,1108
sk,2005,8,132,1220.03693051607,1313.95127685953,215,474
sk,2005,9,93,740.518997921826,834.513196802986,126,1076
sk,2005,10,121,996.033756163006,1477.85253593048,260,129
sk,2005,11,134,607.873977785485,819.988853859128,236,1220
sk,2005,12,173,842.420376888575,1334.58181527109,314,1265
sk,2006,1,274,845.946690659008,1184.29759870292,595,996
sk,2006,2,246,856.77115425195,1171.38106002607,469,25
sk,2006,3,307,1097.27659784315,1409.77425734293,525,882
sk,2006,4,307,1033.56445073235,1316.69970456161,518,1120
sk,2006,5,422,2234.99783509018,3001.33181773922,627,336
sk,2006,6,305,767.057412934924,971.185487147993,433,505
sk,2006,7,268,1697.15698339937,1183.12632630366,429,845
sk,2006,8,277,1087.8385758929,1607.26766409826,576,735
sk,2006,9,251,1787.15449968561,2117.42845725458,401,811
sk,2006,10,244,1270.29745270866,1585.18369764732,424,1140
sk,2006,11,269,1058.89615416526,1335.59157612787,534,61
sk,2006,12,349,1001.96043346057,1284.60705703968,580,8
sk,2007,1,341,1067.69139295121,1378.27724715634,751,1348
sk,2007,2,298,1042.41889795916,1280.68606723943,497,647
sk,2007,3,363,1805.74812008138,1684.60328513976,601,427
sk,2007,4,355,2681.46604617095,2146.29559883445,743,1369
sk,2007,5,345,1069.99864987577,1334.35187033417,603,802
sk,2007,6,328,1422.10568778362,1340.41690366097,565,95
sk,2007,7,326,1588.10991840315,1898.33547854183,624,279
sk,2007,8,281,1409.60155146239,1689.77815588086,499,84
sk,2007,9,289,1799.4599206076,1916.59899937778,474,329
sk,2007,10,353,1369.76288546619,1480.69229684661,567,707
sk,2007,11,327,1524.40562421333,1745.96839838067,551,776
sk,2007,12,334,1579.64944584529,2116.27933036252,587,703
sk,2008,1,462,1127.14207728653,1485.75373930757,933,515
sk,2008,2,412,1405.26870944938,1496.13320290897,740,301
sk,2008,3,381,1587.61356439164,1620.60966773381,619,783
sk,2008,4,397,1437.62456513422,1789.60329783711,731,564
sk,2008,5,368,1333.9959102825,1579.53792546078,646,13
sk,2008,6,319,1115.29015584061,1492.03542176562,664,987
sk,2008,7,301,829.10929493077,1167.63597526541,511,662
sk,2008,8,171,1211.89962127337,1278.39866124699,231,924
sv,2002,12,25,1651.22107686148,1847.6350627376,32,181
sv,2003,1,19,1850.29584605803,2050.88618956449,29,151
sv,2003,2,58,2739.29055724066,2674.11188343649,84,913
sv,2003,3,29,2797.12455383759,2707.94262222156,52,42
sv,2003,4,50,3119.08986410807,2978.71036516931,79,88
sv,2003,5,59,2879.01219616184,3220.7144973833,101,734
sv,2003,6,56,1581.7171810367,1879.52555081902,96,1371
sv,2003,7,105,2866.47069112583,3856.69275253914,201,1191
sv,2003,8,67,1959.92533829419,2334.21989301927,94,337
sv,2003,9,83,1776.69021412153,2337.45670016421,137,79
sv,2003,10,113,3391.68514369774,3795.59875275865,140,931
sv,2003,11,230,5560.87472703386,5549.15324424377,269,827
sv,2003,12,129,3849.05883493342,3968.28073415207,151,929
sv,2004,1,177,3317.75238384518,3348.0930669251,274,1118
sv,2004,2,190,5303.52526720891,4964.78206545342,259,1177
sv,2004,3,192,3815.08280209942,4062.44421203532,260,836
sv,2004,4,177,3016.25267487353,3075.04818156861,230,990
sv,2004,5,249,2331.7200186069,2305.12693462872,326,368
sv,2004,6,189,2971.02128043972,2816.54247084025,251,570
sv,2004,7,179,3221.8453439246,3234.9632999461,234,871
sv,2004,8,204,3173.15630448704,3558.38436706236,279,700
sv,2004,9,245,3684.57012599587,3791.75411761818,373,916
sv,2004,10,362,3560.62154489589,3594.80188498066,537,81
sv,2004,11,430,3981.3770712873,4107.49705586936,670,1161
sv,2004,12,392,4438.31445042069,4258.09615999158,519,1213
sv,2005,1,349,3807.73981917928,3888.00748196689,529,1290
sv,2005,2,380,3954.41101859279,4095.09605333876,499,875
sv,2005,3,476,3238.95171065505,3370.54961178197,663,1144
sv,2005,4,610,4308.06291059796,4200.50440047858,870,1240
sv,2005,5,616,3892.92018345996,3574.80317462864,894,717
sv,2005,6,754,3225.75349282147,3412.75052336284,1138,214
sv,2005,7,648,3868.00809933666,3849.90782622473,922,53
sv,2005,8,748,2459.55619046137,2416.61040355348,993,342
sv,2005,9,561,3309.44449626615,3288.70642808896,798,1204
sv,2005,10,724,3599.24415994752,3528.89592533178,1172,942
sv,2005,11,774,3768.65463025693,3968.48455107595,1197,868
sv,2005,12,1015,3571.88600775819,3504.4921995392,1607,935
sv,2006,1,1332,3319.24452894924,3432.31568263942,2389,32
sv,2006,2,1177,3471.29360086951,3412.92809075718,2167,1005
sv,2006,3,1473,3649.64176273378,3585.98912131541,2380,163
sv,2006,4,1129,3930.95345233279,3905.92395394655,1904,45
sv,2006,5,1463,4135.23512489022,3936.66710209858,2347,491
sv,2006,6,853,2801.68407530657,3053.97104435965,1419,309
sv,2006,7,868,3195.44712124669,3396.7397958547,1371,1231
sv,2006,8,892,2530.07498854563,2823.14452019613,1367,252
sv,2006,9,1074,3186.44989456312,3468.48104036473,1656,121
sv,2006,10,1449,3926.19129856196,3704.29699290988,2428,1024
sv,2006,11,1618,3895.93388208279,3769.33914817405,2634,1091
sv,2006,12,1332,4026.63393638625,4057.52633435337,2114,1033
sv,2007,1,1568,3627.78669096255,3634.46972890354,2168,630
sv,2007,2,1434,3540.62445219856,3542.8894942509,1943,1344
sv,2007,3,1804,4232.86972155522,4432.29305868339,2445,582
sv,2007,4,1389,4131.85257449452,4419.95509688341,1917,761
sv,2007,5,1717,3959.52290304977,3879.57036480072,2495,1259
sv,2007,6,1062,3074.59611056995,3202.94094391816,1565,853
sv,2007,7,937,3059.63366999108,2989.24205816777,1471,543
sv,2007,8,976,3764.92770548519,3255.52733836956,1578,1065
sv,2007,9,1124,3369.41467312989,3331.40786694384,1607,499
sv,2007,10,1193,3638.30980384186,3764.30908166323,1768,171
sv,2007,11,1263,4070.25908549948,4088.43359056212,1837,1357
sv,2007,12,1056,3224.34080014638,3325.5838222798,1497,1313
sv,2008,1,1391,3489.33185651337,3671.51670108514,2053,313
sv,2008,2,1273,3674.70558590021,3837.5671423331,1808,521
sv,2008,3,1493,3694.03019493679,3969.09514746682,2100,222
sv,2008,4,1566,3686.82231308977,3597.26859178552,2168,430
sv,2008,5,1194,3450.6668976915,3654.51950620968,1714,1017
sv,2008,6,769,2896.5653467938,3153.36812198295,1066,1148
sv,2008,7,667,2289.79003421663,2571.35965282404,925,1330
sv,2008,8,250,2717.24272085837,2711.18108451283,291,1280
tr,2003,12,1,9074.17966403133,9074.17966403133,2,791
tr,2004,1,2,9335.57995943722,9335.57995943722,2,606
tr,2004,2,6,4349.92474789133,4377.41011991659,9,405
tr,2004,3,10,3295.24286329128,2966.34513885527,13,708
tr,2004,4,5,5637.49962970358,4728.08736881713,6,462
tr,2004,5,9,2707.6595102112,2707.6595102112,9,1189
tr,2004,6,19,6186.11774143017,6058.40268635536,20,1084
tr,2004,7,9,1628.23951388645,2891.56168601481,17,740
tr,2004,8,19,3238.01757094849,3238.01757094849,19,842
tr,2004,9,7,2805.51849800518,3157.58316909419,10,784
tr,2004,10,21,2754.21394228783,2401.1281149288,29,425
tr,2004,11,35,1396.1207422563,1669.20419663154,84,322
tr,2004,12,66,3697.48060561659,3976.87484843543,107,421
tr,2005,1,32,2237.12710467725,2558.70810367391,45,238
tr,2005,2,27,3698.66212034593,3262.53720118785,47,737
tr,2005,3,42,3327.84237571542,3187.55521619099,59,349
tr,2005,4,75,4678.72020338689,4869.80840359505,103,1315
tr,2005,5,102,2482.66149955506,2647.34916068563,125,912
tr,2005,6,96,2909.84827600233,2864.81307154544,133,138
tr,2005,7,103,2985.68589104052,2600.25202683448,162,402
tr,2005,8,127,2083.37593298856,2677.2178014122,277,24
tr,2005,9,184,3767.25477957671,3838.90060904422,287,457
tr,2005,10,291,3549.37305324216,3429.03858396393,443,753
tr,2005,11,236,2687.21791591724,3082.89228868861,373,681
tr,2005,12,275,3058.37144750594,2848.19068301857,502,759
tr,2006,1,390,1899.19048424289,2224.67257446721,700,355
tr,2006,2,316,2374.45602139882,2711.78418770363,502,472
tr,2006,3,360,2106.49063004063,2283.272226863,602,246
tr,2006,4,325,1932.57627064645,2357.99468931133,529,390
tr,2006,5,453,2287.58091703852,2483.11222770835,792,960
tr,2006,6,399,2124.32415714063,2306.94335810929,690,1135
tr,2006,7,478,2007.05836371189,2258.83697966815,896,1307
tr,2006,8,535,2591.6910565983,2689.64387559795,957,1295
tr,2006,9,503,2173.76241183249,2443.26675539061,917,187
tr,2006,10,504,2162.32130752237,2482.76739165238,881,542
tr,2006,11,1127,2965.85627578825,2782.8417120675,1475,616
tr,2006,12,1045,2696.10372182209,2748.9102544017,1489,534
tr,2007,1,703,2108.85428454236,2470.51554015782,1139,818
tr,2007,2,677,2639.39690976239,3180.08814651893,1185,1243
tr,2007,3,982,2472.69185653697,2701.18645627073,2005,1057
tr,2007,4,1115,2261.00059796787,2315.20857989271,2007,956
tr,2007,5,1052,2308.72963293347,2438.08359280616,1913,1334
tr,2007,6,848,2355.95971692194,2299.11079593928,1407,670
tr,2007,7,755,2014.09462845625,2264.26842242103,1272,1021
tr,2007,8,874,2230.55789291356,2253.39746526652,1473,575
tr,2007,9,828,2155.57884018588,2502.95856628029,1519,971
tr,2007,10,817,1898.19613200881,2106.36974429344,1443,99
tr,2007,11,788,2214.52265725232,2361.42885910198,1312,1275
tr,2007,12,990,2114.9244375052,2254.17828476901,1666,1228
tr,2008,1,1127,2198.19473781728,2518.73808557605,2157,3
tr,2008,2,1071,2510.73414060298,2638.40611058601,2271,1042
tr,2008,3,1170,2320.57908468422,2560.1883874613,2036,144
tr,2008,4,1103,2393.38554009306,2776.0145264984,2085,71
tr,2008,5,1112,2832.10446486639,2908.15451287518,2136,527
tr,2008,6,1077,2595.06019160803,2916.13167038814,2045,359
tr,2008,7,1110,2585.81912542379,2739.51269450066,2082,1251
tr,2008,8,482,2566.48570093525,2793.50629777034,979,1355
zh,2002,12,2,6816.35733877493,6816.35733877493,2,1309
zh,2003,2,2,5287.24509210558,5287.24509210558,2,892
zh,2003,3,6,3799.09918308368,3782.81197437673,9,1152
zh,2003,4,13,6360.10543392687,4988.16850945696,27,1227
zh,2003,5,16,3144.39497836771,3062.95278047428,19,715
zh,2003,6,21,5532.50911705719,5586.25424996275,23,220
zh,2003,7,28,5286.66096591323,4805.11902686573,53,49
zh,2003,8,33,4290.58899281109,4732.27599112104,65,366
zh,2003,9,36,2844.73503383313,4209.93038199726,66,1198
zh,2003,10,58,4303.93598852804,5298.83507376592,100,953
zh,2003,11,62,4683.61600223483,5055.98539154723,93,854
zh,2003,12,44,4897.49542928086,4681.28686455439,55,958
zh,2004,1,52,5704.2621033393,4831.98792256896,88,1102
zh,2004,2,97,3996.07008730561,4274.53267540932,139,63
zh,2004,3,108,2894.62963205751,3576.89959150321,200,863
zh,2004,4,128,3540.31140793821,3754.6885183182,173,966
zh,2004,5,190,3113.65732998819,4195.14399510266,390,383
zh,2004,6,88,2650.88514491173,3845.18825460723,236,593
zh,2004,7,144,3593.5244042225,4194.77642746824,243,896
zh,2004,8,140,3513.81619208615,4274.35556051156,237,679
zh,2004,9,207,3540.79241572234,4154.50365646178,357,940
zh,2004,10,209,3443.82070388867,4359.60349602917,388,1203
zh,2004,11,190,4281.73192731299,3435.48272873922,409,21
zh,2004,12,231,2631.84392886148,2952.22786405753,440,73
zh,2005,1,299,4066.62483853553,4489.87230352573,564,147
zh,2005,2,305,2898.55292851719,3757.79251787337,614,895
zh,2005,3,365,3696.75222351259,3855.12365692547,649,35
zh,2005,4,556,4113.21106180367,4768.63903822876,924,97
zh,2005,5,529,3573.10776927489,4269.15603028083,1117,741
zh,2005,6,535,4004.14189606462,4427.44900849054,1238,1370
zh,2005,7,571,3885.02532453177,4510.29575793426,1137,1193
zh,2005,8,647,3285.2801068814,4124.40035870969,1515,326
zh,2005,9,568,2919.2242814634,3582.94965393803,1185,80
zh,2005,10,641,2969.48576652108,3664.29339725669,1364,915
zh,2005,11,370,3960.69444414881,4281.34751455937,639,847
zh,2005,12,508,4795.82241153638,5130.94514442751,1083,920
zh,2006,1,575,4656.66902062704,5211.37601213755,1348,1167
zh,2006,2,526,4565.03716835114,4879.33277081522,933,982
zh,2006,3,548,3843.60259184003,4965.56977737143,1146,1288
zh,2006,4,479,4328.52164779547,4338.68540342255,891,1187
zh,2006,5,600,4170.06219346662,4672.12309532792,1107,466
zh,2006,6,481,5142.24663162264,4990.45004568682,949,281
zh,2006,7,448,4517.87249694222,5428.94907538072,816,92
zh,2006,8,587,5803.11138543011,5186.07785247117,1225,267
zh,2006,9,633,4799.42838552055,5360.81140093235,1267,1248
zh,2006,10,605,4617.83987388115,5264.50003005339,1254,1050
zh,2006,11,768,4349.5716578488,5019.8894266068,1566,1106
zh,2006,12,600,4294.83184008526,4946.48576553437,1128,1047
zh,2007,1,594,4681.52614878963,4923.61091367283,1001,653
zh,2007,2,574,3805.16147575876,4779.29341424495,1127,192
zh,2007,3,720,4596.93005634339,5094.05503130081,1465,558
zh,2007,4,824,4555.5109769861,5169.15267045792,1577,792
zh,2007,5,734,4764.63688337406,5391.2700827883,1395,117
zh,2007,6,676,4345.1689095302,5311.90180945238,1359,828
zh,2007,7,897,5229.45144423024,6543.99465225863,1933,526
zh,2007,8,840,3843.7397824565,5314.05577284736,1839,1080
zh,2007,9,774,3745.37491063994,5481.80729633671,1901,482
zh,2007,10,803,4269.87105164708,5343.81911697502,1645,1324
zh,2007,11,831,3882.29300419475,4937.62111796041,1756,226
zh,2007,12,848,3424.07833859158,4962.42393706145,1995,179
zh,2008,1,874,4531.50648790888,4831.48623474711,1866,285
zh,2008,2,803,4669.82072856616,4929.37414591306,2536,548
zh,2008,3,761,3724.611609298,5159.59951464933,1932,1374
zh,2008,4,679,3576.40694967878,5014.31962611533,1465,411
zh,2008,5,749,3728.36347930161,4784.38833147544,1514,1041
zh,2008,6,681,4415.44711136287,5307.90224094753,1242,40
zh,2008,7,620,4467.1369780039,4770.83319859713,1071,202
zh,2008,8,374,3612.00141416708,4046.96388277998,664,132
