lang,yyyy,mm,n_path,distance_mean_weighted,distance_mean,n_contrib,flow_id
da,2003,10,79,5240.35542394972,5866.54336041821,100,800
da,2003,11,113,3502.37028625343,4276.99293783276,180,893
da,2003,12,99,3320.98115154593,2991.87373832569,126,801
da,2004,1,107,2710.06700923341,3157.25311946837,170,997
da,2004,2,135,4309.12140106163,4368.85415683266,171,23
da,2004,3,114,3272.40031663959,3344.01644399168,151,881
da,2004,4,139,2491.08557220144,2527.71356646189,196,1119
da,2004,5,93,2826.42867944203,2909.82021046536,109,338
da,2004,6,80,3642.46104074229,3564.24927113166,93,507
da,2004,7,83,3795.39925031692,4125.64680672747,100,846
da,2004,8,114,3416.96871145499,3777.40884191065,148,736
da,2004,9,118,2779.50599697724,2535.75034416031,161,812
da,2004,10,161,2124.50447090434,2356.25228839295,200,1139
da,2004,11,169,3500.93977324104,3794.02554504275,205,62
da,2004,12,143,5328.39499580795,5315.51912495724,177,9
da,2005,1,145,3368.6929865578,3615.35875773062,220,109
da,2005,2,145,3960.85048594433,4259.25256443572,173,841
da,2005,3,126,3761.0869121251,4080.22994637236,162,55
da,2005,4,239,3850.38291763523,4166.04826327061,300,153
da,2005,5,263,2446.23472767536,2773.05504900048,381,673
da,2005,6,356,2508.13779307602,2649.70705593771,484,1335
da,2005,7,232,2965.52190491278,3130.78385342637,278,1147
da,2005,8,279,3410.78173737719,3501.49418532597,391,404
da,2005,9,232,2592.19712721684,2758.90911901403,346,1
da,2005,10,284,2591.7527786938,2793.94472651024,442,824
da,2005,11,287,3098.15673188754,3365.98277032214,430,898
da,2005,12,325,2284.8856888844,2818.86531042468,557,826
da,2006,1,457,2759.70777817422,3048.55831512312,686,1174
da,2006,2,330,2810.2351251615,3005.91577794336,444,1109
da,2006,3,442,3134.65406860515,3006.18642539446,674,1229
da,2006,4,393,2990.27380527562,3290.06219058916,611,1157
da,2006,5,426,2570.06246904123,2602.1668970092,790,622
da,2006,6,383,2310.15676181728,2468.00958002836,575,440
da,2006,7,270,2180.39696032396,2646.49868502701,369,157
da,2006,8,328,2830.89052892338,3024.59485868691,522,167
da,2006,9,418,2716.40914721492,2875.08302066304,667,1273
da,2006,10,615,2823.08142021636,2810.36081029365,1030,1056
da,2006,11,527,2861.9457631475,2801.50293102091,882,974
da,2006,12,474,2559.00091561605,2904.80161939757,757,1053
da,2007,1,572,2745.59059913167,2930.54410535862,933,763
da,2007,2,371,2879.42439148322,3048.90878300317,540,228
da,2007,3,516,2123.83315077426,2409.59920727842,847,539
da,2007,4,503,2188.06329167544,2460.14771291716,844,637
da,2007,5,478,2317.89449559154,2514.52038797909,711,136
da,2007,6,428,2257.06009965636,2434.25698919833,647,908
da,2007,7,285,2786.86242793434,2189.04922885711,446,578
da,2007,8,365,2527.26561367906,2631.67343250865,616,1020
da,2007,9,437,3324.98968898686,3281.94735226773,694,609
da,2007,10,478,2453.56909711832,2949.02209192832,922,245
da,2007,11,421,3706.59473644305,3903.9942501856,639,191
da,2007,12,417,1986.42246054543,2792.97266150233,901,241
da,2008,1,549,2697.45247143936,2856.00976558546,852,435
da,2008,2,411,3126.91365202507,3250.17949888742,586,549
da,2008,3,370,2584.75514999257,2764.88198848801,553,1329
da,2008,4,387,2382.09876863642,2242.57598697731,555,316
da,2008,5,354,2747.6076400572,2862.72422397482,508,1068
da,2008,6,305,2646.77454664938,2834.97767946876,449,51
da,2008,7,310,2749.4068714445,2911.82013650548,424,218
da,2008,8,104,2858.68623352115,3007.06705532863,169,119
de,2002,8,12,4240.66177007835,4857.4315440202,14,172
de,2002,9,94,3037.21683053997,3370.15105856797,130,1276
de,2002,10,130,2355.58321660373,2839.21610126472,181,1064
de,2002,11,210,2092.58854572123,2351.29883197503,300,972
de,2002,12,348,2723.52098831238,2670.53831269018,621,1066
de,2003,1,600,1737.22063367845,1911.07593364108,911,546
de,2003,2,524,1496.7473306751,1837.04524342283,992,283
de,2003,3,198,2041.34686625776,2044.81159930325,299,771
de,2003,4,250,1914.72430750148,2073.78892156394,431,579
de,2003,5,633,2272.70061784542,2451.98992168523,1069,1131
de,2003,6,640,2379.12021490895,2605.27079862526,1084,968
de,2003,7,623,2410.34252306689,2530.76800637655,931,636
de,2003,8,576,3120.8860980086,2618.80224673837,1021,954
de,2003,9,787,2564.68666723221,2581.74437293823,1511,674
de,2003,10,926,1907.54932057346,2273.47155573843,1502,364
de,2003,11,1445,1719.02760356006,1942.22850028475,2210,432
de,2003,12,1510,1831.86491681674,1955.70684189432,2454,358
de,2004,1,1512,2104.76090366968,2229.88423108613,2358,194
de,2004,2,2058,1914.0606657746,2150.45048418846,3383,654
de,2004,3,5094,1753.47676524742,1898.87746098563,9694,447
de,2004,4,3356,1862.04654086464,2038.76641179985,5589,216
de,2004,5,2691,1963.7800879809,2145.36003130128,4243,816
de,2004,6,4514,1762.04817522478,1985.33226655141,7728,1239
de,2004,7,6042,1522.60163021745,1634.91431150032,9616,288
de,2004,8,5720,1994.0955146357,2222.1601212303,9506,1202
de,2004,9,6317,1768.86329165392,1883.77815335789,10557,340
de,2004,10,7061,1837.31006237515,1971.54790242609,12409,676
de,2004,11,7459,1961.83741739137,2072.14055806946,13563,757
de,2004,12,6206,2204.03602477104,2325.12160328881,10620,680
de,2005,1,7107,2194.21048188821,2402.61576932347,12166,508
de,2005,2,6909,2022.12769578821,2230.67510060798,11897,292
de,2005,3,7474,2034.72141175914,2211.65893412587,12431,778
de,2005,4,9647,2085.80766095373,2260.90682742086,16399,569
de,2005,5,11043,1934.57818170559,2095.2315603881,18455,10
de,2005,6,12835,1847.97390034166,1898.71433147969,21894,992
de,2005,7,12363,1673.42973918724,1871.44279448672,23012,659
de,2005,8,16021,1777.51874288972,1864.06636595869,29379,914
de,2005,9,12893,1731.15107418936,1839.82472731068,21931,699
de,2005,10,14521,1770.16723523161,1935.53413384022,25549,323
de,2005,11,14058,1870.42189896438,2031.47039985113,24847,420
de,2005,12,15909,1815.81484181581,2016.93194599775,29585,319
de,2006,1,20252,1765.26527766726,1899.71005114796,37768,794
de,2006,2,17155,1760.80325290708,1838.92668250481,30398,1359
de,2006,3,18502,1781.23015600252,1918.94348971116,33186,519
de,2006,4,17171,1752.05418565981,1851.56987451602,30151,649
de,2006,5,19177,1939.84769250372,2041.11246400109,34596,1264
de,2006,6,17840,1831.00337578253,1887.9132841878,30962,886
de,2006,7,18988,1644.90748156664,1791.07893811973,32862,552
de,2006,8,21557,1513.96619555026,1673.36365758403,36345,1048
de,2006,9,19983,1589.66271311715,1696.03944766617,33497,596
de,2006,10,20608,1539.89750674833,1710.04201286091,35280,264
de,2006,11,21648,1669.0132721207,1814.08570166569,37228,1342
de,2006,12,19670,1624.45708466304,1779.81965196206,33799,270
de,2007,1,24207,1563.40482614604,1718.17428741881,40487,59
de,2007,2,21323,1562.01104741,1695.18478631675,36211,1098
de,2007,3,24222,1796.33962778622,2041.85455991964,39982,89
de,2007,4,21824,1581.54875453589,1715.35192874278,35837,38
de,2007,5,21777,1691.2250616313,1848.70529535903,36906,607
de,2007,6,18146,1488.74782407525,1660.62387889358,29402,412
de,2007,7,16468,1533.14022486139,1624.35833165634,25620,1285
de,2007,8,14782,1396.3712326041,1564.23213494116,21951,1323
de,2007,9,14080,1508.97974270367,1623.46028747953,21183,131
de,2007,10,14228,1522.40899048257,1652.01469820692,20806,1078
de,2007,11,14692,1572.04348238257,1760.33616465237,21178,1000
de,2007,12,13802,1401.7887705462,1601.07140134942,20756,1083
de,2008,1,16511,1658.50938621602,1808.86483666477,24474,891
de,2008,2,14697,1420.50194467352,1568.9014184664,21596,1298
de,2008,3,15705,1550.2256280236,1651.64642907506,23080,1002
de,2008,4,13964,1591.46921098789,1725.78883462662,20219,829
de,2008,5,13391,1506.9669383222,1616.35174131351,18849,259
de,2008,6,11224,1420.8398234424,1550.89239233401,15501,789
de,2008,7,12677,1232.94084018189,1385.03677418816,18476,1112
de,2008,8,4788,1365.50317336157,1468.93481726945,6848,481
en,2002,2,143,4485.8058276464,4796.52048946645,230,1137
en,2002,3,257,3511.21159692357,3789.53629273688,438,932
en,2002,4,185,3162.93601380683,4038.67729698941,314,1077
en,2002,5,246,3584.22947778156,4316.65660761758,455,273
en,2002,6,373,3516.23831950848,3931.93468277687,577,469
en,2002,7,357,4528.87984524098,4243.4252299099,581,806
en,2002,8,763,3837.12733441342,3468.8968384195,1228,795
en,2002,9,880,4053.32058628468,3857.82755774677,1370,833
en,2002,10,1254,3085.9459328466,3019.23294000128,1619,43
en,2002,11,849,3920.48755151792,3782.81763063746,1140,1208
en,2002,12,679,4537.37974693496,4360.8698338244,1057,1165
en,2003,1,777,3856.69429303494,3917.1343650266,1258,372
en,2003,2,573,3447.42812676869,3648.73215831919,984,613
en,2003,3,556,3657.0940792082,3992.8509728476,920,1322
en,2003,4,875,4766.20893973493,5227.80353107445,1379,334
en,2003,5,857,3929.35215194931,4339.67974563069,1266,1124
en,2003,6,928,4224.4159848871,3814.19814601201,1444,77
en,2003,7,1353,4304.88151977765,4528.23325866723,2002,268
en,2003,8,1491,4616.1224298753,4254.38590585633,2390,91
en,2003,9,1519,3479.22348672276,3753.56750623244,2510,1372
en,2003,10,1614,3534.4372917776,3566.4812330094,2534,553
en,2003,11,1658,3711.58907560902,3795.14252236285,2414,476
en,2003,12,1707,3463.65650377258,3552.27067198662,2635,556
en,2004,1,1818,3878.12671783581,3707.46870463538,2899,731
en,2004,2,2796,3985.05875387659,3917.68758484441,4753,235
en,2004,3,4492,3617.46621549274,3799.55400844663,6923,461
en,2004,4,3965,3590.52745440967,3791.32401549359,6251,706
en,2004,5,4215,3782.82527888024,3955.18711562853,6843,150
en,2004,6,4171,3791.80353176175,3807.98474207387,6742,922
en,2004,7,4891,3594.28519235457,3532.00188569835,8223,604
en,2004,8,5060,3434.21894788284,3560.82220718391,7560,985
en,2004,9,6252,3463.01669680705,3838.82011716125,10103,563
en,2004,10,6652,3531.91464378705,3784.85609680796,11157,1367
en,2004,11,8230,3632.50979560305,4029.72544635679,14175,183
en,2004,12,9177,3858.15046581766,4169.4295941339,15127,224
en,2005,1,8899,3994.37609914145,4346.71396965834,14507,394
en,2005,2,8562,4028.2835690474,4381.23551880877,14028,602
en,2005,3,10813,4016.76873061304,4366.06557292646,18424,173
en,2005,4,13989,4047.26396445218,4403.6234818856,24408,348
en,2005,5,14941,3953.73665185564,4321.70184244604,26350,1094
en,2005,6,16532,3502.00447420994,3802.08458198501,29140,1206
en,2005,7,18166,3468.44132233463,3843.28702865856,33030,232
en,2005,8,20100,3528.79328111084,3829.40014468123,35581,1236
en,2005,9,20291,3856.3313179812,4156.00694419886,34487,209
en,2005,10,25052,3764.24285893197,4042.75322466291,45883,585
en,2005,11,26401,3679.57346166472,4034.31757503483,48787,487
en,2005,12,31107,3513.46982537058,3832.38288573045,60543,590
en,2006,1,34151,3535.1531270839,3885.83906268357,65174,1310
en,2006,2,31721,3725.07040413269,4113.82346493223,60234,691
en,2006,3,36853,3635.97462009792,4065.82182826917,67311,389
en,2006,4,37391,3549.37176193276,3930.85193353034,69485,244
en,2006,5,44652,3694.23900057084,3996.53314358678,83570,865
en,2006,6,37527,3275.74248814041,3655.93676387656,69934,118
en,2006,7,37485,3395.44992746376,3624.71160983432,71284,363
en,2006,8,39956,3352.20798696546,3661.57063152307,75244,47
en,2006,9,44514,3403.02301290192,3792.06545505509,81268,315
en,2006,10,49970,3570.49688854557,3931.92263192787,92647,634
en,2006,11,53200,3473.0678003384,3832.15807330317,98705,720
en,2006,12,50098,3234.18638458598,3595.56975112205,92091,629
en,2007,1,57028,3247.30035793197,3619.85072119308,105581,1031
en,2007,2,56436,3399.91518154483,3830.08684498273,104657,14
en,2007,3,62771,3342.35281996465,3759.06418586599,117787,955
en,2007,4,60650,3296.4419486365,3675.00261916277,112051,1055
en,2007,5,61245,3303.91709933683,3702.86923245474,113522,298
en,2007,6,47894,2978.11832048305,3357.29934406069,86751,496
en,2007,7,45901,2897.67390742772,3247.55003101586,83528,820
en,2007,8,45444,2993.27794449056,3308.81798891485,80883,768
en,2007,9,50782,3182.70715272783,3564.46001370929,91023,859
en,2007,10,54145,3192.57220745636,3579.88703982278,98990,1155
en,2007,11,49210,3118.37705521224,3499.28274557181,87760,66
en,2007,12,44048,3139.58228156962,3489.85337016521,76628,30
en,2008,1,51203,3143.47144372981,3539.07732804691,91224,1255
en,2008,2,50055,3231.62855194516,3575.87607360864,88410,804
en,2008,3,53799,3244.33010010792,3636.60837885029,95052,1199
en,2008,4,53466,3244.90459241012,3602.41828356827,94635,1272
en,2008,5,51240,3250.29797881859,3552.6805351082,87565,642
en,2008,6,40650,2834.57475227701,3163.21944161525,69865,164
en,2008,7,39249,2806.23038519061,3115.13134997151,68440,5
en,2008,8,15028,2903.69351052868,3131.4216959217,25099,437
eo,2002,11,20,1691.73275012467,2044.13205060308,25,561
eo,2002,12,73,1960.16853710894,2406.1865472356,115,465
eo,2003,1,34,3441.95850260043,3808.3334345486,59,1121
eo,2003,2,57,3081.53164974813,3213.1619069037,88,54
eo,2003,3,35,1813.5004687323,2064.92875498766,62,844
eo,2003,4,25,1518.57089188142,2148.46303295037,37,988
eo,2003,5,38,2917.21367122046,3457.92931347005,53,374
eo,2003,6,48,2185.38133347068,2720.79123638122,66,565
eo,2003,7,37,4455.23018502865,4384.85617966477,42,879
eo,2003,8,33,2656.70050165662,3141.06451043567,41,705
eo,2003,9,67,3062.12634741363,3625.33269773399,85,923
eo,2003,10,76,3559.48677231416,4426.80103736595,107,1214
eo,2003,11,115,5537.23884138997,5697.39544605469,133,37
eo,2003,12,110,4528.16480825388,5056.20220619391,172,85
eo,2004,1,92,4909.19302137598,4839.1261478709,136,1284
eo,2004,2,123,3673.65905192427,3905.89698053647,148,905
eo,2004,3,126,4052.10161677017,4635.82873028768,218,1163
eo,2004,4,117,2308.43903803194,2494.83050855498,171,1219
eo,2004,5,109,2453.36282976268,2911.75562083136,167,728
eo,2004,6,81,3754.23355121614,3985.56194933617,129,230
eo,2004,7,130,3578.66190147325,3265.37153521373,195,58
eo,2004,8,178,2850.58803922246,3426.5509663257,265,332
eo,2004,9,213,2530.04052431651,2893.18071061698,409,1209
eo,2004,10,222,2347.4552057121,2527.58010216713,347,928
eo,2004,11,188,3639.30778487743,3618.45267409558,278,831
eo,2004,12,326,2486.09102815554,2577.71080857146,469,926
eo,2005,1,289,1833.47533878876,1719.35900402038,436,1089
eo,2005,2,220,3544.99907541788,3354.90408132859,310,1185
eo,2005,3,125,2701.10644565989,2757.72666776765,191,848
eo,2005,4,198,2740.86134978316,3371.47162758494,333,975
eo,2005,5,185,3412.28402347527,3089.70454272759,389,401
eo,2005,6,231,3018.37575680256,3172.20332203566,461,584
eo,2005,7,206,2613.32326963694,3311.26956920553,330,901
eo,2005,8,184,2215.67922172158,2371.87892754753,256,667
eo,2005,9,186,2177.25729733756,2328.11671866074,285,949
eo,2005,10,182,2486.86482839357,2603.60548206447,257,67
eo,2005,11,145,2923.03304944446,3253.285318407,175,1158
eo,2005,12,168,2942.10000465319,3249.73796557477,214,1197
eo,2006,1,279,1878.87688153769,2404.88024463114,423,870
eo,2006,2,259,1536.45243018859,2180.8068960646,422,98
eo,2006,3,256,1845.54841324548,2666.02007684694,406,1105
eo,2006,4,250,2407.41767823311,2558.40298932022,361,897
eo,2006,5,302,2661.40826375723,2521.52441823045,456,169
eo,2006,6,399,1979.50530096139,2439.15529701996,565,639
eo,2006,7,295,2448.9700628751,2589.99946232832,411,967
eo,2006,8,301,2606.2556931062,2844.59041622821,399,625
eo,2006,9,246,2338.06897767689,2468.138361572,363,1015
eo,2006,10,375,1789.89069704111,2195.85719660707,500,1260
eo,2006,11,326,1172.33792176645,1735.898766976,526,152
eo,2006,12,340,1750.90925120012,2647.00244050135,575,127
eo,2007,1,306,2414.027059384,2556.54105522939,402,302
eo,2007,2,268,1999.48295669597,2153.03703980277,356,514
eo,2007,3,298,1939.72486844843,2508.34724147984,487,1353
eo,2007,4,363,2302.66044149895,2583.48136459568,531,451
eo,2007,5,398,1657.71342875511,1734.53806081216,544,1028
eo,2007,6,412,1965.9559582886,2588.16352616508,710,17
eo,2007,7,295,1960.99420889587,2082.82279322347,393,198
eo,2007,8,365,1810.1880463882,1864.29809005833,507,139
eo,2007,9,306,1734.68484572307,1942.70134038845,380,1319
eo,2007,10,410,3349.56101680615,3653.24544440759,517,489
eo,2007,11,364,2026.31202841871,2462.75721393369,469,586
eo,2007,12,349,2090.29098301086,2620.36882063997,471,485
eo,2008,1,1001,4161.33250740169,5271.58500017064,1356,646
eo,2008,2,427,2236.62046202979,2422.1875677334,558,207
eo,2008,3,436,2685.48221005633,2258.19032982881,575,594
eo,2008,4,336,1911.09506764875,2365.40898482384,435,750
eo,2008,5,259,2619.53078142179,2718.52918518742,327,120
eo,2008,6,195,2156.43552813785,2088.8212806939,227,861
eo,2008,7,213,2123.61104319897,2581.16307416536,307,533
eo,2008,8,55,1530.90302747062,1782.61092572118,67,1070
es,2002,10,4,937.75987804088,1013.9188045428,5,378
es,2002,11,22,6312.92789633458,5400.97382747684,36,274
es,2002,12,19,5754.0024649092,4386.17768485781,35,377
es,2003,1,27,5552.27878365663,4411.01147008616,53,36
es,2003,2,29,2590.40300862398,3111.44540683723,59,963
es,2003,3,37,3256.931738425,2997.17279826711,96,148
es,2003,4,19,5503.65842664191,5308.51898506778,34,64
es,2003,5,15,1925.23428374108,4136.70839270485,41,478
es,2003,6,40,2560.97243721758,3416.98475756789,113,280
es,2003,7,56,2872.32573424221,3197.35528710768,101,1221
es,2003,8,74,3100.6817972725,3302.90640354101,138,257
es,2003,9,159,5649.10616237309,4830.31235712933,318,115
es,2003,10,111,5794.02952997984,5411.12908062534,175,1036
es,2003,11,235,6086.13207629693,7019.42599306287,333,1123
es,2003,12,202,7372.55408176417,7400.45385902301,242,1040
es,2004,1,205,6663.52913240805,6921.44088081924,246,835
es,2004,2,355,7055.28740005457,7602.06389616008,413,1235
es,2004,3,445,5716.28428128914,6241.76067895967,735,1115
es,2004,4,292,5633.55236094414,5689.52602366114,426,887
es,2004,5,425,6747.34993103549,7521.21193096842,524,1327
es,2004,6,285,3188.71696646669,3693.4046169291,459,650
es,2004,7,299,3516.55569086282,4158.91990767984,489,1010
es,2004,8,443,3239.15724469292,4361.57100951703,824,598
es,2004,9,503,3186.83437226779,4183.93562577209,938,1052
es,2004,10,700,4527.93770345512,4648.33777365846,1148,112
es,2004,11,739,3555.51686363794,4109.47149298922,1281,1282
es,2004,12,732,3499.23755054586,4120.68479507028,1172,1246
es,2005,1,658,2730.85391523951,3149.22801726339,1079,1150
es,2005,2,578,3147.7676173017,3347.03889069197,962,1001
es,2005,3,721,3202.58448458593,3725.83013870429,1227,1303
es,2005,4,961,3134.52083773032,3765.91857496458,1899,1170
es,2005,5,1268,3271.33756404837,3785.04027826045,2648,488
es,2005,6,1357,2993.69886722036,3572.2119010403,2699,305
es,2005,7,1646,2655.48783979292,3352.01205602317,3580,104
es,2005,8,2010,2723.63428882657,3005.49006821644,4032,250
es,2005,9,1743,2530.1902671303,3083.42950199778,3496,1252
es,2005,10,2130,2422.77961147701,3145.10121696538,4307,1027
es,2005,11,2295,2697.16038817337,3131.62591259943,4734,1096
es,2005,12,2624,2938.4908374536,2810.52919355157,6214,1029
es,2006,1,3035,2683.91402346324,2872.98559341694,6738,155
es,2006,2,3020,2711.40354712359,3090.2256306891,5997,877
es,2006,3,3209,3661.47258636165,3434.75560193585,6387,18
es,2006,4,3387,3067.97605642255,3550.45056485248,6208,110
es,2006,5,4204,2756.92100065204,3327.71697323181,8222,721
es,2006,6,3915,2823.51550378384,3408.31219742191,7872,1352
es,2006,7,3974,2434.8904288574,2966.50718014852,8892,1179
es,2006,8,4434,2255.33296206411,3094.83260767619,10513,344
es,2006,9,4977,2614.13183054715,3007.77520723663,11175,75
es,2006,10,4944,2842.26027701972,3262.06387033755,10841,938
es,2006,11,4959,2598.7094414894,3216.73709485658,10868,866
es,2006,12,4558,2268.44780400188,2857.07569174608,10231,937
es,2007,1,5790,2344.09966124427,2796.36431211744,13443,588
es,2007,2,6184,2586.90160612228,2948.68701314775,13760,416
es,2007,3,6369,2463.2417502275,3184.69673287466,15267,641
es,2007,4,6560,2638.86775211156,3092.91885614238,15108,532
es,2007,5,7775,2465.4414100948,3071.56996760915,17512,1194
es,2007,6,6893,2405.47536745045,2784.5160601991,15899,1103
es,2007,7,6435,2539.34909157183,2900.36653779164,15041,748
es,2007,8,7403,2218.6372728649,2781.27826728153,17379,821
es,2007,9,7813,2418.71706466432,2964.78259029377,18461,712
es,2007,10,8491,2344.66836883112,2958.31335891605,19333,399
es,2007,11,7794,2224.56790024691,2932.12469658134,17650,299
es,2007,12,7356,2300.01889889222,2784.97364075366,15665,391
es,2008,1,8747,2095.15283709699,2675.39982684607,19072,213
es,2008,2,8198,1986.9924522042,2583.32715807154,18243,781
es,2008,3,8290,2072.78295969641,2693.22388549534,17588,290
es,2008,4,8375,2335.24755282133,2855.61638131736,17581,197
es,2008,5,7730,2165.82035769691,2780.1550736966,15859,947
es,2008,6,6017,2104.38239448391,2560.6770812628,10778,1294
es,2008,7,6251,1943.06634674068,2302.80822013192,11081,449
es,2008,8,2487,2057.66424210619,2439.89765706826,4249,1130
fi,2003,11,4,2073.83429459077,2073.83429459077,4,231
fi,2003,12,38,3110.79949635372,3134.5817548359,48,1320
fi,2004,1,69,4067.21905622446,3940.04159615754,101,278
fi,2004,2,83,3369.48242958114,3797.83974465927,118,531
fi,2004,3,149,3487.4914948408,3231.08192268925,216,225
fi,2004,4,177,3903.1728781416,3584.79221754434,246,419
fi,2004,5,68,3073.68259062894,3244.11041831849,103,1044
fi,2004,6,96,2246.23214492743,2143.85901462519,134,1160
fi,2004,7,134,2831.95881151639,3023.21236234581,196,1349
fi,2004,8,89,1507.16103926146,2694.15036387137,231,1261
fi,2004,9,154,2215.40798959736,2691.62431466675,433,184
fi,2004,10,324,3251.63841402043,3681.59420066323,477,468
fi,2004,11,224,2394.46655753707,2909.34004957025,445,560
fi,2004,12,244,3566.36535488909,3834.61839001722,351,464
fi,2005,1,233,3891.24656515565,3989.03393207691,378,644
fi,2005,2,247,4578.17689201082,3959.36519167078,547,206
fi,2005,3,319,3196.07998752812,3583.95539724259,511,592
fi,2005,4,472,3341.70476290998,3545.30121892076,742,746
fi,2005,5,471,3588.29494081181,3601.66292357728,824,125
fi,2005,6,570,2396.9693533398,2171.81039997124,750,864
fi,2005,7,549,2869.0742405094,2334.03252140542,799,529
fi,2005,8,531,2371.77243290432,2595.13073101189,941,1074
fi,2005,9,551,4270.59465726202,4537.91743757715,945,486
fi,2005,10,769,4071.67696916476,4619.50313303713,1193,1317
fi,2005,11,637,2745.25918347986,2988.86059893456,1108,211
fi,2005,12,906,3172.50290784891,3187.92410303498,1573,177
fi,2006,1,1213,3220.59508902051,3142.55784108063,2070,576
fi,2006,2,1028,2928.61660640607,2965.41634008168,1782,410
fi,2006,3,1078,3524.26797152161,3394.31341947663,1778,628
fi,2006,4,1002,2955.08167569081,3032.43856951166,1723,547
fi,2006,5,1109,2650.33380026215,2595.40148792756,1926,1200
fi,2006,6,827,1882.74587851217,2386.03711893743,1429,1097
fi,2006,7,729,2667.35393310894,2778.42845869667,1220,764
fi,2006,8,827,2421.87225580243,2700.71480460923,1354,814
fi,2006,9,1017,1858.26726863582,2098.20839922826,1783,723
fi,2006,10,992,2481.53090303403,2814.06353037229,1601,385
fi,2006,11,1265,2325.82993423633,2722.24154137292,2123,311
fi,2006,12,1071,2156.77759182967,2405.01283628804,1818,382
fi,2007,1,1504,2381.0815395323,2461.56425502015,2505,159
fi,2007,2,1216,2551.20013101188,2761.634790442,2020,889
fi,2007,3,1312,2728.2914465062,2791.95972947888,2228,27
fi,2007,4,1342,2502.89347598656,2734.56252648583,2582,105
fi,2007,5,1303,1831.28196176873,2125.88362367624,2326,711
fi,2007,6,923,1978.81082051818,2220.13948300236,1477,1363
fi,2007,7,1048,2042.39991008316,2288.03314877302,1832,1171
fi,2007,8,1124,1532.21565894158,1756.24888649628,1933,353
fi,2007,9,1334,1514.93554631497,1755.47406664622,2165,69
fi,2007,10,1225,2233.54269013426,2131.9254783041,1826,950
fi,2007,11,1298,2039.92665687794,2079.59338201545,2015,856
fi,2007,12,1174,1754.01642434475,2016.29825977632,1871,948
fi,2008,1,1493,2306.96087974506,2366.57196215694,2288,1090
fi,2008,2,1147,2536.07449068081,2611.97982431602,1919,1186
fi,2008,3,1181,2848.22664437037,2817.6601969845,1830,855
fi,2008,4,1099,2482.64072040209,2738.51571713088,1657,981
fi,2008,5,980,2256.25198370374,2508.8781140406,1488,392
fi,2008,6,797,1944.8390214943,2153.34266127826,1249,580
fi,2008,7,756,1930.05685638684,2086.27770922821,1128,906
fi,2008,8,269,1829.91433299624,1950.54720594791,386,664
fr,2002,10,2,4837.72699702269,4837.72699702269,2,1267
fr,2002,11,93,5426.07451606747,5934.58102945432,107,87
fr,2002,12,51,3507.45744070928,3494.80406760956,58,135
fr,2003,1,84,4290.72353451177,4480.96894327227,113,204
fr,2003,2,37,4047.78535037974,4385.4905528448,47,638
fr,2003,3,79,2035.5258292191,2182.60589230049,99,414
fr,2003,4,65,4248.98723402298,4047.93330445363,92,229
fr,2003,5,105,3122.90730946319,3161.9220262301,138,810
fr,2003,6,96,2559.30710072648,2928.82602410537,144,1216
fr,2003,7,99,3236.66775381015,3553.4008584968,143,284
fr,2003,8,102,4086.69301776681,2704.88337403076,182,1211
fr,2003,9,164,3232.44345784671,3624.4051404848,213,339
fr,2003,10,187,2211.14376654701,2713.32239236848,285,694
fr,2003,11,386,4007.51553849566,4262.46728085529,533,786
fr,2003,12,352,3441.39883410083,3500.31632064787,505,690
fr,2004,1,264,3045.4375792316,3398.05325192496,442,506
fr,2004,2,409,2590.64372019886,2793.2685275323,683,289
fr,2004,3,468,3082.36350763136,3557.50656754877,638,772
fr,2004,4,472,3065.31623177863,3191.43206239093,781,566
fr,2004,5,530,3697.9361777689,3688.70266392382,830,1142
fr,2004,6,939,2761.99569405203,2554.26469679839,1487,995
fr,2004,7,790,2740.9319253302,2804.23322935148,1328,655
fr,2004,8,759,3498.7578517488,3126.29162089908,1468,921
fr,2004,9,1254,2370.90611171127,2470.2334387559,2126,698
fr,2004,10,998,2594.49727327877,2961.57784993981,1719,318
fr,2004,11,1390,2572.95683121966,2815.2038265167,2641,424
fr,2004,12,1419,3366.0004827438,3363.70635565909,2695,327
fr,2005,1,1303,3046.06224425048,3319.3119566414,2234,1336
fr,2005,2,1573,3139.46356358775,3033.1175177698,2446,660
fr,2005,3,1901,2468.59668175589,2627.13236508238,3352,454
fr,2005,4,2162,2657.20416159655,2857.74962532809,3880,1354
fr,2005,5,2219,2398.96064784976,2618.46582621275,3906,813
fr,2005,6,2408,2101.74591571996,2354.90839967213,4458,108
fr,2005,7,3292,2050.95095770088,2110.39000595265,6153,294
fr,2005,8,4297,1747.84883741394,1869.48653292661,8164,72
fr,2005,9,3988,1942.08972398605,1966.00189732826,7017,345
fr,2005,10,4547,1877.58025066999,2105.87835473159,8334,683
fr,2005,11,4074,2017.01926218801,2266.7232966122,7192,755
fr,2005,12,5144,2016.95523509327,2243.42109881367,10206,675
fr,2006,1,5583,1900.80032897455,2105.18694112675,10723,441
fr,2006,2,4515,2132.67911757878,2293.94586020431,8287,554
fr,2006,3,5582,1959.09530497828,2178.52654973522,10045,189
fr,2006,4,5270,2014.67895658294,2158.61878157765,9545,303
fr,2006,5,6308,2230.15575892322,2419.41119972569,11916,1072
fr,2006,6,5979,1820.7593250019,2164.80504049941,12242,1172
fr,2006,7,5732,1780.77814916217,1980.53321940453,10444,1360
