lang,yyyy,mm,n_path,distance_mean_weighted,distance_mean,n_contrib,distance_ratio,contrib_ratio
en,2005,7,18166,3468.44132233463,3843.28702865858,33030,0.902467418246723,1.8182318617196961
en,2005,8,20100,3528.79328111086,3829.40014468121,35581,0.921500273616514,1.7701990049751244
en,2005,9,20291,3856.33131798122,4156.00694419888,34487,0.927893376926148,1.6996205214134345
en,2005,10,25052,3764.24285893198,4042.75322466296,45883,0.931108739452136,1.8315104582468466
en,2005,11,26401,3679.57346166471,4034.31757503487,48787,0.912068371720318,1.8479224271807886
en,2005,12,31107,3513.46982537058,3832.38288573046,60543,0.916784655951959,1.9462821872890346
en,2006,1,34151,3535.15312708385,3885.83906268357,65174,0.909752841035694,1.9084067816462183
en,2006,2,31721,3725.07040413268,4113.82346493223,60234,0.905500791632546,1.8988682576211343
en,2006,3,36853,3635.97462009789,4065.82182826918,67311,0.894277903379187,1.8264727430602665
en,2006,4,37391,3549.37176193278,3930.85193353036,69485,0.9029522917555,1.8583348934235511
en,2006,5,44652,3694.23900057085,3996.53314358672,83570,0.924360906777173,1.8715846994535519
en,2006,6,37527,3275.74248814041,3655.93676387652,69934,0.896006331539231,1.8635648999387108
en,2006,7,37485,3395.44992746381,3624.71160983432,71284,0.936750366084713,1.9016673336001067
en,2006,8,39956,3352.20798696546,3661.57063152306,75244,0.915510944430719,1.8831714886375013
en,2006,9,44514,3403.02301290192,3792.06545505509,81268,0.897406190171492,1.8256728220335175
en,2006,10,49970,3570.49688854558,3931.92263192785,92647,0.908079131454053,1.8540524314588753
en,2006,11,53200,3473.06780033841,3832.15807330321,98705,0.906295547809888,1.8553571428571429
en,2006,12,50098,3234.18638458596,3595.56975112199,92091,0.899492043945676,1.8382170944947902
en,2007,1,57028,3247.30035793198,3619.85072119308,105581,0.897081290927293,1.8513887914708564
en,2007,2,56436,3399.9151815448,3830.0868449827,104657,0.887686185496965,1.8544368842582749
en,2007,3,62771,3342.35281996463,3759.06418586597,117787,0.889144918709244,1.8764556881362413
en,2007,4,60650,3296.44194863648,3675.00261916277,112051,0.896990367149036,1.8475020610057708
en,2007,5,61245,3303.91709933677,3702.86923245475,113522,0.892258649152051,1.8535717201404196
en,2007,6,47894,2978.11832048306,3357.2993440607,86751,0.88705772565427,1.8113124817304882
en,2007,7,45901,2897.67390742772,3247.55003101582,83528,0.892264593232867,1.8197424892703863
en,2007,8,45444,2993.27794449057,3308.81798891486,80883,0.904636626891716,1.7798389226300502
en,2007,9,50782,3182.70715272781,3564.46001370927,91023,0.892900226257779,1.7924264503170415
en,2007,10,54145,3192.57220745633,3579.88703982274,98990,0.891808085546301,1.8282389879028534
en,2007,11,49210,3118.37705521226,3499.2827455718,87760,0.89114749562848,1.7833773623247307
en,2007,12,44048,3139.58228156961,3489.85337016519,76628,0.899631574326288,1.7396476571013440
en,2008,1,51203,3143.47144372981,3539.07732804692,91224,0.888217790218381,1.7816143585336797
en,2008,2,50055,3231.62855194514,3575.87607360862,88410,0.903730578303828,1.7662571171711118
en,2008,3,53799,3244.3301001079,3636.60837885026,95052,0.892130733398798,1.7667986393799141
en,2008,4,53466,3244.90459241008,3602.41828356821,94635,0.900757307170888,1.7700033666255190
en,2008,5,51240,3250.29797881861,3552.68053510817,87565,0.914886082972738,1.7089188134270101
en,2008,6,40650,2834.57475227706,3163.21944161523,69865,0.896104366009346,1.7186961869618696
en,2008,7,39249,2806.2303851906,3115.13134997148,68440,0.900838542559782,1.7437386939794644
en,2008,8,15028,2903.69351052869,3131.42169592169,25099,0.927276423456606,1.6701490550971520
eo,2002,11,20,1691.73275012467,2044.13205060308,25,0.8276044346673,1.2500000000000000
eo,2002,12,73,1960.16853710894,2406.1865472356,115,0.814636977902202,1.5753424657534247
eo,2003,1,34,3441.95850260043,3808.3334345486,59,0.903796519331926,1.7352941176470588
eo,2003,2,57,3081.53164974813,3213.1619069037,88,0.959034041554907,1.5438596491228070
eo,2003,3,35,1813.5004687323,2064.92875498766,62,0.878238759740228,1.7714285714285714
eo,2003,4,25,1518.57089188142,2148.46303295037,37,0.706817324101706,1.4800000000000000
eo,2003,5,38,2917.21367122046,3457.92931347005,53,0.84363022108541,1.3947368421052632
eo,2003,6,48,2185.38133347068,2720.79123638122,66,0.803215367738889,1.3750000000000000
eo,2003,7,37,4455.23018502865,4384.85617966478,42,1.01604933034982,1.1351351351351351
eo,2003,8,33,2656.70050165662,3141.06451043567,41,0.84579622380571,1.2424242424242424
eo,2003,9,67,3062.12634741363,3625.33269773399,85,0.844646989041202,1.2686567164179104
eo,2003,10,76,3559.48677231416,4426.80103736595,107,0.804076519877238,1.4078947368421053
eo,2003,11,115,5537.23884138997,5697.39544605469,133,0.971889505269356,1.1565217391304348
eo,2003,12,110,4528.16480825388,5056.20220619392,172,0.895566400154412,1.5636363636363636
eo,2004,1,92,4909.19302137598,4839.1261478709,136,1.01447924095467,1.4782608695652174
eo,2004,2,123,3673.65905192427,3905.89698053647,148,0.940541716852886,1.2032520325203252
eo,2004,3,126,4052.10161677017,4635.82873028768,218,0.874083546334706,1.7301587301587302
eo,2004,4,117,2308.43903803194,2494.83050855498,171,0.925288924484495,1.4615384615384615
eo,2004,5,109,2453.36282976268,2911.75562083136,167,0.842571681569277,1.5321100917431193
eo,2004,6,81,3754.23355121614,3985.56194933617,129,0.941958398574493,1.5925925925925926
eo,2004,7,130,3578.66190147325,3265.37153521373,195,1.09594325266849,1.5000000000000000
eo,2004,8,178,2850.58803922246,3426.5509663257,265,0.831911758277203,1.4887640449438202
eo,2004,9,213,2530.04052431651,2893.18071061698,409,0.874484098083513,1.9201877934272300
eo,2004,10,222,2347.4552057121,2527.58010216713,347,0.928736226281969,1.5630630630630631
eo,2004,11,188,3639.30778487743,3618.45267409558,278,1.0057635438847,1.4787234042553191
eo,2004,12,326,2486.09102815554,2577.71080857146,469,0.964456920415095,1.4386503067484663
eo,2005,1,289,1833.47533878876,1719.35900402038,436,1.06637144104375,1.5086505190311419
eo,2005,2,220,3544.99907541787,3354.90408132859,310,1.05666182683053,1.4090909090909091
eo,2005,3,125,2701.10644565989,2757.72666776765,191,0.979468515582223,1.5280000000000000
eo,2005,4,198,2740.86134978316,3371.47162758494,333,0.812956967324828,1.6818181818181818
eo,2005,5,185,3412.28402347528,3089.70454272759,389,1.1044046368469,2.1027027027027027
eo,2005,6,231,3018.37575680255,3172.20332203565,461,0.951507658993817,1.9956709956709957
eo,2005,7,206,2613.32326963694,3311.26956920553,330,0.78922093626583,1.6019417475728155
eo,2005,8,184,2215.67922172158,2371.87892754753,256,0.934145160610091,1.3913043478260870
eo,2005,9,186,2177.25729733756,2328.11671866074,285,0.935201091889427,1.5322580645161290
eo,2005,10,182,2486.86482839357,2603.60548206447,257,0.955161926614807,1.4120879120879121
eo,2005,11,145,2923.03304944446,3253.285318407,175,0.898486533875777,1.2068965517241379
eo,2005,12,168,2942.10000465319,3249.73796557477,214,0.905334533374549,1.2738095238095238
eo,2006,1,279,1878.87688153769,2404.88024463113,423,0.781276691732263,1.5161290322580645
eo,2006,2,259,1536.45243018859,2180.8068960646,422,0.704533919514475,1.6293436293436293
eo,2006,3,256,1845.54841324548,2666.02007684694,406,0.692248505280642,1.5859375000000000
eo,2006,4,250,2407.41767823311,2558.40298932022,361,0.940984547111079,1.4440000000000000
eo,2006,5,302,2661.40826375723,2521.52441823045,456,1.05547590359048,1.5099337748344371
eo,2006,6,399,1979.50530096139,2439.15529701996,565,0.811553615868518,1.4160401002506266
eo,2006,7,295,2448.9700628751,2589.99946232832,411,0.945548483115732,1.3932203389830508
eo,2006,8,301,2606.25569310621,2844.59041622821,399,0.916214748611145,1.3255813953488372
eo,2006,9,246,2338.06897767689,2468.138361572,363,0.94730061088947,1.4756097560975610
eo,2006,10,375,1789.89069704111,2195.85719660707,500,0.815121629861339,1.3333333333333333
eo,2006,11,326,1172.33792176645,1735.898766976,526,0.675349245053447,1.6134969325153374
eo,2006,12,340,1750.90925120012,2647.00244050135,575,0.661468695460853,1.6911764705882353
eo,2007,1,306,2414.027059384,2556.54105522939,402,0.944255150702986,1.3137254901960784
eo,2007,2,268,1999.48295669597,2153.03703980277,356,0.928680240856021,1.3283582089552239
eo,2007,3,298,1939.72486844843,2508.34724147984,487,0.77330795209361,1.6342281879194631
eo,2007,4,363,2302.66044149895,2583.48136459568,531,0.891301355239049,1.4628099173553719
eo,2007,5,398,1657.71342875511,1734.53806081215,544,0.955708880771934,1.3668341708542714
eo,2007,6,412,1965.9559582886,2588.16352616507,710,0.759594955424472,1.7233009708737864
eo,2007,7,295,1960.99420889587,2082.82279322347,393,0.941507945503587,1.3322033898305085
eo,2007,8,365,1810.1880463882,1864.29809005833,507,0.970975648176288,1.3890410958904110
eo,2007,9,306,1734.68484572307,1942.70134038845,380,0.892924099890828,1.2418300653594771
eo,2007,10,410,3349.56101680615,3653.24544440759,517,0.916872700665016,1.2609756097560976
eo,2007,11,364,2026.31202841871,2462.75721393369,469,0.822781887290523,1.2884615384615385
eo,2007,12,349,2090.29098301086,2620.36882063997,471,0.797708691443043,1.3495702005730659
eo,2008,1,1001,4161.33250740169,5271.58500017064,1356,0.789389245789832,1.3546453546453546
eo,2008,2,427,2236.62046202979,2422.1875677334,558,0.923388630931972,1.3067915690866511
eo,2008,3,436,2685.48221005633,2258.19032982881,575,1.1892187184505,1.3188073394495413
eo,2008,4,336,1911.09506764876,2365.40898482384,435,0.80793430646036,1.2946428571428571
eo,2008,5,259,2619.53078142179,2718.52918518742,327,0.963583836324053,1.2625482625482625
eo,2008,6,195,2156.43552813785,2088.8212806939,227,1.03236957037392,1.1641025641025641
eo,2008,7,213,2123.61104319897,2581.16307416536,307,0.822734163700858,1.4413145539906103
eo,2008,8,55,1530.90302747062,1782.61092572118,67,0.858798184943963,1.2181818181818182
es,2002,10,4,937.75987804088,1013.9188045428,5,0.924886562749704,1.2500000000000000
es,2002,11,22,6312.92789633458,5400.97382747684,36,1.1688499329914,1.6363636363636364
es,2002,12,19,5754.0024649092,4386.17768485781,35,1.31184892139082,1.8421052631578947
es,2003,1,27,5552.27878365663,4411.01147008616,53,1.25873143185188,1.9629629629629630
es,2003,2,29,2590.40300862398,3111.44540683724,59,0.832540080225001,2.0344827586206897
es,2003,3,37,3256.931738425,2997.17279826711,96,1.08666798934919,2.5945945945945946
es,2003,4,19,5503.65842664191,5308.51898506778,34,1.03675967668629,1.7894736842105263
es,2003,5,15,1925.23428374108,4136.70839270485,41,0.465402465190986,2.7333333333333333
es,2003,6,40,2560.97243721758,3416.98475756789,113,0.749483131742268,2.8250000000000000
es,2003,7,56,2872.32573424221,3197.35528710767,101,0.898344249018542,1.8035714285714286
es,2003,8,74,3100.6817972725,3302.90640354101,138,0.93877373998497,1.8648648648648649
es,2003,9,159,5649.10616237309,4830.31235712933,318,1.16951156461657,2.0000000000000000
es,2003,10,111,5794.02952997984,5411.12908062534,175,1.07076165503526,1.5765765765765766
es,2003,11,235,6086.13207629694,7019.42599306288,333,0.867041276923741,1.4170212765957447
es,2003,12,202,7372.55408176418,7400.45385902302,242,0.996229991053208,1.1980198019801980
es,2004,1,205,6663.52913240805,6921.44088081923,246,0.962737274961647,1.2000000000000000
es,2004,2,355,7055.28740005456,7602.06389616007,413,0.928075256460065,1.1633802816901408
es,2004,3,445,5716.28428128914,6241.76067895967,735,0.9158127931047,1.6516853932584270
es,2004,4,292,5633.55236094414,5689.52602366114,426,0.990161981422667,1.4589041095890411
es,2004,5,425,6747.3499310355,7521.21193096842,524,0.897109401113062,1.2329411764705882
es,2004,6,285,3188.71696646669,3693.4046169291,459,0.863354356533503,1.6105263157894737
es,2004,7,299,3516.55569086282,4158.91990767984,489,0.845545422591372,1.6354515050167224
es,2004,8,443,3239.15724469292,4361.57100951703,824,0.742658376448538,1.8600451467268623
es,2004,9,503,3186.83437226779,4183.93562577209,938,0.76168341420877,1.8648111332007952
es,2004,10,700,4527.93770345511,4648.33777365846,1148,0.974098252737647,1.6400000000000000
es,2004,11,739,3555.51686363794,4109.47149298921,1281,0.865200517804705,1.7334235453315291
es,2004,12,732,3499.23755054585,4120.68479507027,1172,0.849188356928469,1.6010928961748634
es,2005,1,658,2730.85391523951,3149.22801726339,1079,0.867150266754124,1.6398176291793313
es,2005,2,578,3147.7676173017,3347.03889069197,962,0.940463412616913,1.6643598615916955
es,2005,3,721,3202.58448458594,3725.8301387043,1227,0.859562665328505,1.7018030513176144
es,2005,4,961,3134.52083773032,3765.91857496459,1899,0.832338983261154,1.9760665972944849
es,2005,5,1268,3271.33756404836,3785.04027826045,2648,0.864280780005814,2.0883280757097792
es,2005,6,1357,2993.69886722036,3572.2119010403,2699,0.838051870984625,1.9889462048636699
es,2005,7,1646,2655.48783979291,3352.01205602317,3580,0.792207126767732,2.1749696233292831
es,2005,8,2010,2723.63428882658,3005.49006821644,4032,0.906219693629824,2.0059701492537313
es,2005,9,1743,2530.1902671303,3083.42950199778,3496,0.8205766551468,2.0057372346528973
es,2005,10,2130,2422.77961147701,3145.10121696538,4307,0.770334384918359,2.0220657276995305
es,2005,11,2295,2697.16038817336,3131.62591259943,4734,0.861265190494788,2.0627450980392157
es,2005,12,2624,2938.4908374536,2810.52919355157,6214,1.0455293772417,2.3681402439024390
es,2006,1,3035,2683.91402346323,2872.98559341693,6738,0.934189864931124,2.2200988467874794
es,2006,2,3020,2711.40354712359,3090.2256306891,5997,0.877412807723999,1.9857615894039735
es,2006,3,3209,3661.47258636164,3434.75560193586,6387,1.06600672964854,1.9903396696790277
es,2006,4,3387,3067.97605642254,3550.45056485248,6208,0.864108935016257,1.8328904635370534
es,2006,5,4204,2756.92100065204,3327.71697323181,8222,0.828472199657827,1.9557564224548049
es,2006,6,3915,2823.51550378384,3408.31219742193,7872,0.828420443972113,2.0107279693486590
es,2006,7,3974,2434.89042885739,2966.50718014852,8892,0.820793708220684,2.2375440362355310
es,2006,8,4434,2255.3329620641,3094.83260767621,10513,0.728741501711637,2.3709968425800631
es,2006,9,4977,2614.13183054715,3007.77520723665,11175,0.869124735205478,2.2453285111512960
es,2006,10,4944,2842.26027701972,3262.06387033755,10841,0.871307365519367,2.1927588996763754
es,2006,11,4959,2598.70944148941,3216.73709485658,10868,0.807871257382093,2.1915708812260536
es,2006,12,4558,2268.44780400188,2857.07569174609,10231,0.793975396086035,2.2446248354541466
es,2007,1,5790,2344.09966124427,2796.36431211743,13443,0.838266906456582,2.3217616580310881
es,2007,2,6184,2586.90160612228,2948.68701314775,13760,0.877306270413805,2.2250970245795602
es,2007,3,6369,2463.24175022749,3184.69673287465,15267,0.773461951588735,2.3970796043334903
es,2007,4,6560,2638.86775211156,3092.91885614239,15108,0.853196567659993,2.3030487804878049
es,2007,5,7775,2465.4414100948,3071.56996760916,17512,0.80266490299547,2.2523472668810289
es,2007,6,6893,2405.47536745045,2784.5160601991,15899,0.863875558785052,2.3065428695778326
es,2007,7,6435,2539.34909157183,2900.36653779164,15041,0.875526957880746,2.3373737373737374
es,2007,8,7403,2218.63727286489,2781.27826728152,17379,0.797704170404148,2.3475617992705660
es,2007,9,7813,2418.71706466432,2964.78259029375,18461,0.815815996958033,2.3628567771662614
es,2007,10,8491,2344.66836883113,2958.31335891605,19333,0.792569307022375,2.2768814038393593
es,2007,11,7794,2224.56790024691,2932.12469658134,17650,0.758688026754323,2.2645624839620221
es,2007,12,7356,2300.01889889222,2784.97364075365,15665,0.82586738532642,2.1295541054921153
es,2008,1,8747,2095.152837097,2675.39982684605,19072,0.783117654443041,2.1804047101863496
es,2008,2,8198,1986.9924522042,2583.32715807154,18243,0.769160207214133,2.2252988533788729
es,2008,3,8290,2072.78295969642,2693.22388549536,17588,0.769628908632368,2.1215922798552473
es,2008,4,8375,2335.24755282132,2855.61638131738,17581,0.817773552532991,2.0992238805970149
es,2008,5,7730,2165.82035769691,2780.15507369659,15859,0.779028615413585,2.0516170763260026
es,2008,6,6017,2104.38239448391,2560.67708126279,10778,0.821807017324553,1.7912581020442081
es,2008,7,6251,1943.06634674068,2302.80822013193,11081,0.843781227526344,1.7726763717805151
es,2008,8,2487,2057.66424210619,2439.89765706826,4249,0.843340390177941,1.7084841174105348
fi,2003,11,4,2073.83429459077,2073.83429459077,4,1,1.00000000000000000000
fi,2003,12,38,3110.79949635372,3134.5817548359,48,0.992412940435997,1.2631578947368421
fi,2004,1,69,4067.21905622446,3940.04159615754,101,1.03227820239029,1.4637681159420290
fi,2004,2,83,3369.48242958114,3797.83974465926,118,0.887210271133609,1.4216867469879518
fi,2004,3,149,3487.4914948408,3231.08192268925,216,1.07935718693822,1.4496644295302013
fi,2004,4,177,3903.1728781416,3584.79221754433,246,1.08881425791963,1.3898305084745763
fi,2004,5,68,3073.68259062894,3244.11041831848,103,0.947465466425805,1.5147058823529412
fi,2004,6,96,2246.23214492743,2143.85901462519,134,1.0477518015895,1.3958333333333333
fi,2004,7,134,2831.95881151638,3023.21236234581,196,0.936738300884354,1.4626865671641791
fi,2004,8,89,1507.16103926146,2694.15036387137,231,0.55941979314612,2.5955056179775281
fi,2004,9,154,2215.40798959736,2691.62431466675,433,0.823074742461466,2.8116883116883117
fi,2004,10,324,3251.63841402042,3681.59420066323,477,0.883214780552038,1.4722222222222222
fi,2004,11,224,2394.46655753707,2909.34004957025,445,0.823027393408608,1.9866071428571429
fi,2004,12,244,3566.3653548891,3834.61839001722,351,0.930044398726487,1.4385245901639344
fi,2005,1,233,3891.24656515565,3989.03393207691,378,0.97548595259245,1.6223175965665236
fi,2005,2,247,4578.17689201082,3959.36519167078,547,1.15629063508509,2.2145748987854251
fi,2005,3,319,3196.07998752812,3583.95539724259,511,0.891774487480259,1.6018808777429467
fi,2005,4,472,3341.70476290998,3545.30121892076,742,0.942572875070751,1.5720338983050847
fi,2005,5,471,3588.29494081181,3601.66292357728,824,0.996288385934742,1.7494692144373673
fi,2005,6,570,2396.96935333981,2171.81039997123,750,1.10367339311551,1.3157894736842105
fi,2005,7,549,2869.0742405094,2334.03252140542,799,1.22923490319741,1.4553734061930783
fi,2005,8,531,2371.77243290432,2595.13073101189,941,0.913931774057304,1.7721280602636535
fi,2005,9,551,4270.59465726202,4537.91743757715,945,0.941091308074158,1.7150635208711434
fi,2005,10,769,4071.67696916476,4619.50313303713,1193,0.881410154275143,1.5513654096228869
fi,2005,11,637,2745.25918347986,2988.86059893457,1108,0.918496896261558,1.7394034536891680
fi,2005,12,906,3172.50290784891,3187.92410303499,1573,0.995162621603382,1.7362030905077263
fi,2006,1,1213,3220.59508902051,3142.55784108063,2070,1.02483239828389,1.7065127782357791
fi,2006,2,1028,2928.61660640607,2965.41634008168,1782,0.987590365245443,1.7334630350194553
fi,2006,3,1078,3524.26797152161,3394.31341947664,1778,1.03828596124898,1.6493506493506494
fi,2006,4,1002,2955.08167569081,3032.43856951166,1723,0.97449020250613,1.7195608782435130
fi,2006,5,1109,2650.33380026216,2595.40148792756,1926,1.02116524652934,1.7366997294860234
fi,2006,6,827,1882.74587851217,2386.03711893743,1429,0.789068142976171,1.7279322853688029
fi,2006,7,729,2667.35393310894,2778.42845869667,1220,0.960022535314862,1.6735253772290809
fi,2006,8,827,2421.87225580242,2700.71480460923,1354,0.896752315968012,1.6372430471584039
fi,2006,9,1017,1858.26726863582,2098.20839922826,1783,0.885644757365047,1.7531956735496559
fi,2006,10,992,2481.53090303404,2814.06353037229,1601,0.881831869199392,1.6139112903225806
fi,2006,11,1265,2325.82993423634,2722.24154137293,2123,0.854380443060661,1.6782608695652174
fi,2006,12,1071,2156.77759182967,2405.01283628804,1818,0.896784233034905,1.6974789915966387
fi,2007,1,1504,2381.0815395323,2461.56425502015,2505,0.967304239438921,1.6655585106382979
fi,2007,2,1216,2551.20013101189,2761.634790442,2020,0.923800692199263,1.6611842105263158
fi,2007,3,1312,2728.29144650619,2791.95972947887,2228,0.977195844803763,1.6981707317073171
fi,2007,4,1342,2502.89347598656,2734.56252648584,2582,0.915281128789186,1.9239940387481371
fi,2007,5,1303,1831.28196176873,2125.88362367625,2326,0.861421547902953,1.7851112816577130
fi,2007,6,923,1978.81082051818,2220.13948300236,1477,0.89130022490397,1.6002166847237270
fi,2007,7,1048,2042.39991008316,2288.03314877302,1832,0.892644370637034,1.7480916030534351
fi,2007,8,1124,1532.21565894159,1756.24888649628,1933,0.872436515531895,1.7197508896797153
fi,2007,9,1334,1514.93554631497,1755.47406664622,2165,0.8629780269037,1.6229385307346327
fi,2007,10,1225,2233.54269013426,2131.9254783041,1826,1.04766452339178,1.4906122448979592
fi,2007,11,1298,2039.92665687795,2079.59338201546,2015,0.980925730250657,1.5523882896764253
fi,2007,12,1174,1754.01642434475,2016.29825977632,1871,0.869919128204441,1.5936967632027257
fi,2008,1,1493,2306.96087974506,2366.57196215693,2288,0.974811210744869,1.5324849296718017
fi,2008,2,1147,2536.07449068081,2611.97982431601,1919,0.970939540601132,1.6730601569311247
fi,2008,3,1181,2848.22664437037,2817.66019698449,1830,1.0108481666521,1.5495342929720576
fi,2008,4,1099,2482.64072040208,2738.51571713088,1657,0.906564349757733,1.5077343039126479
fi,2008,5,980,2256.25198370374,2508.8781140406,1488,0.899307132967891,1.5183673469387755
fi,2008,6,797,1944.8390214943,2153.34266127826,1249,0.903172103756029,1.5671267252195734
fi,2008,7,756,1930.05685638684,2086.27770922821,1128,0.925119818828357,1.4920634920634921
fi,2008,8,269,1829.91433299624,1950.54720594791,386,0.938154343261311,1.4349442379182156
fr,2002,10,2,4837.72699702269,4837.72699702269,2,1,1.00000000000000000000
fr,2002,11,93,5426.07451606747,5934.58102945432,107,0.914314673460006,1.1505376344086022
fr,2002,12,51,3507.45744070928,3494.80406760956,58,1.00362062446275,1.1372549019607843
fr,2003,1,84,4290.72353451177,4480.96894327227,113,0.957543689508017,1.3452380952380952
fr,2003,2,37,4047.78535037974,4385.49055284481,47,0.922994885430549,1.2702702702702703
fr,2003,3,79,2035.5258292191,2182.60589230049,99,0.932612633549537,1.2531645569620253
fr,2003,4,65,4248.98723402298,4047.93330445363,92,1.04966829106303,1.4153846153846154
fr,2003,5,105,3122.90730946319,3161.9220262301,138,0.987661075623226,1.3142857142857143
fr,2003,6,96,2559.30710072648,2928.82602410537,144,0.873833774919505,1.5000000000000000
fr,2003,7,99,3236.66775381015,3553.4008584968,143,0.910864797612325,1.4444444444444444
fr,2003,8,102,4086.69301776681,2704.88337403076,182,1.51085738372406,1.7843137254901961
fr,2003,9,164,3232.44345784671,3624.4051404848,213,0.891854892749199,1.2987804878048780
fr,2003,10,187,2211.14376654701,2713.32239236848,285,0.814921136082499,1.5240641711229947
fr,2003,11,386,4007.51553849566,4262.46728085528,533,0.940186815390998,1.3808290155440415
fr,2003,12,352,3441.39883410084,3500.31632064787,505,0.983167953650507,1.4346590909090909
fr,2004,1,264,3045.4375792316,3398.05325192496,442,0.896230092187752,1.6742424242424242
fr,2004,2,409,2590.64372019886,2793.2685275323,683,0.927459603208129,1.6699266503667482
fr,2004,3,468,3082.36350763137,3557.50656754877,638,0.866439302107939,1.3632478632478632
fr,2004,4,472,3065.31623177863,3191.43206239093,781,0.960482996928401,1.6546610169491525
fr,2004,5,530,3697.9361777689,3688.70266392382,830,1.00250318734969,1.5660377358490566
fr,2004,6,939,2761.99569405203,2554.26469679839,1487,1.08132712224932,1.5835995740149095
fr,2004,7,790,2740.9319253302,2804.23322935148,1328,0.977426519535282,1.6810126582278481
fr,2004,8,759,3498.7578517488,3126.29162089908,1468,1.11913995110367,1.9341238471673254
fr,2004,9,1254,2370.90611171127,2470.2334387559,2126,0.959790307472051,1.6953748006379585
fr,2004,10,998,2594.49727327877,2961.57784993981,1719,0.876052362875249,1.7224448897795591
fr,2004,11,1390,2572.95683121966,2815.20382651671,2641,0.913950459638019,1.9000000000000000
fr,2004,12,1419,3366.0004827438,3363.70635565908,2695,1.0006820235901,1.8992248062015504
fr,2005,1,1303,3046.06224425047,3319.3119566414,2234,0.917678809355596,1.7145049884881044
fr,2005,2,1573,3139.46356358776,3033.1175177698,2446,1.03506163054841,1.5549904640813732
fr,2005,3,1901,2468.59668175588,2627.13236508238,3352,0.939654474424806,1.7632824829037349
fr,2005,4,2162,2657.20416159656,2857.74962532809,3880,0.929823990893355,1.7946345975948196
fr,2005,5,2219,2398.96064784977,2618.46582621276,3906,0.916170310047363,1.7602523659305994
fr,2005,6,2408,2101.74591571997,2354.90839967213,4458,0.892495825320677,1.8513289036544850
fr,2005,7,3292,2050.95095770088,2110.39000595265,6153,0.971835040876751,1.8690765492102066
fr,2005,8,4297,1747.84883741394,1869.48653292662,8164,0.934935238435628,1.8999301838491971
fr,2005,9,3988,1942.08972398604,1966.00189732826,7017,0.987837156528325,1.7595285857572718
fr,2005,10,4547,1877.58025066999,2105.87835473158,8334,0.891590079954694,1.8328568286782494
fr,2005,11,4074,2017.01926218801,2266.72329661221,7192,0.889839207636238,1.7653411880216004
fr,2005,12,5144,2016.95523509326,2243.42109881366,10206,0.899053341416749,1.9840590979782271
fr,2006,1,5583,1900.80032897456,2105.18694112675,10723,0.902912844384831,1.9206519792226402
fr,2006,2,4515,2132.67911757879,2293.94586020432,8287,0.92969897615144,1.8354374307862680
fr,2006,3,5582,1959.09530497828,2178.52654973522,10045,0.899275386483765,1.7995342171264780
fr,2006,4,5270,2014.67895658294,2158.61878157765,9545,0.9333185524822,1.8111954459203036
fr,2006,5,6308,2230.15575892321,2419.4111997257,11916,0.92177624009348,1.8890298034242232
fr,2006,6,5979,1820.7593250019,2164.80504049942,12242,0.841073117873864,2.0474995818698779
fr,2006,7,5732,1780.77814916216,1980.53321940452,10444,0.899140762555646,1.8220516399162596
fr,2006,8,7214,2206.73514309173,2197.52630114974,14398,1.00419054913571,1.9958414194621569
fr,2006,9,7384,1704.93161752422,1974.26140710089,14093,0.863579468955854,1.9085861321776815
fr,2006,10,8102,1815.18196392553,2101.99677377433,16420,0.863551260674013,2.0266600839298939
fr,2006,11,9417,1859.54220623835,2003.58197853125,18055,0.928108870095504,1.9172772645216099
fr,2006,12,7871,1628.28268037468,1752.57303230987,13526,0.929081213938702,1.7184601702452039
fr,2007,1,8899,1542.77938867161,1845.61268511289,15551,0.835917200350865,1.7474997190695584
fr,2007,2,8300,1560.32607604924,1740.07533094323,14330,0.896700302741169,1.7265060240963855
fr,2007,3,9295,1707.03844475599,1820.59725241111,16227,0.937625519589943,1.7457772996234535
fr,2007,4,8320,1646.96654872009,1788.72386507102,13680,0.920749468870473,1.6442307692307692
fr,2007,5,9257,1515.51045374497,1753.80767615214,17206,0.864125795748602,1.8587015231716539
fr,2007,6,8286,1500.32768387601,1671.45065486325,14762,0.897620087982052,1.7815592565773594
fr,2007,7,8189,1423.64457661025,1588.06995482819,14576,0.896462131458357,1.7799487116864086
fr,2007,8,8657,1569.5961999633,1674.05428289739,16107,0.937601734901151,1.8605752570174425
fr,2007,9,7658,1869.59042874169,1921.45427361083,14318,0.973008025441232,1.8696787673021677
fr,2007,10,8989,1721.46182892768,1771.97609066695,16092,0.97149269563775,1.7901880075648014
fr,2007,11,8795,1628.21540401658,1845.88337619611,15743,0.882079239140184,1.7899943149516771
fr,2007,12,7774,1597.94837957549,1746.57751201522,13639,0.914902641642145,1.7544378698224852
fr,2008,1,9640,1713.2329730871,1845.83179708239,17254,0.928163105541424,1.7898340248962656
fr,2008,2,9430,1478.08844588399,1701.94007462454,17108,0.868472672993533,1.8142099681866384
fr,2008,3,14200,1307.45170566798,1518.42563115269,25337,0.861057452432127,1.7842957746478873
fr,2008,4,10892,1503.34382159919,1627.16436914417,20417,0.923904093591901,1.8744950422328314
fr,2008,5,10451,1649.31174063527,1589.16904934545,18423,1.03784537039316,1.76279781839058463305
